scenario,variant,replicate,method,target_function,noise_std,depth,width,parameter_count,objective,train_mse,clean_mse,test_mse,violation_rate,training_time_s,objective_evaluations,acceptance_rate
function,wave_trend,7,MC,wave_trend,0.0,1,40,121,0.09521057349272526,0.09521057349272526,0.09521057349272526,0.09050796817929009,0.915,0.12452760003507138,2000.0,0.0751
function,wave_trend,8,GD,wave_trend,0.0,1,40,121,0.03319460247980466,0.03319460247980466,0.03319460247980466,0.03103884321286865,0.835,0.18780891690403223,2000.0,
function,wave_trend,8,MC,wave_trend,0.0,1,40,121,0.10914549894708532,0.10914549894708532,0.10914549894708532,0.10585704461616192,0.929,0.11971188317984342,2000.0,0.064
function,wave_trend,9,GD,wave_trend,0.0,1,40,121,0.029350190748979058,0.029350190748979058,0.029350190748979058,0.027628855083866276,0.845,0.1843991670757532,2000.0,
function,wave_trend,9,MC,wave_trend,0.0,1,40,121,0.10099184950730829,0.10099184950730829,0.10099184950730829,0.09722889242694405,0.9269999999999999,0.11496021659113467,2000.0,0.0655
function,wave_trend,10,GD,wave_trend,0.0,1,40,121,0.027611444392883166,0.027611444392883166,0.027611444392883166,0.026016335001793598,0.825,0.1767047089524567,2000.0,
function,wave_trend,10,MC,wave_trend,0.0,1,40,121,0.09912536019880047,0.09912536019880047,0.09912536019880047,0.09502795749973571,0.9190000000000002,0.12136425003409386,2000.0,0.066
function,wave_trend,11,GD,wave_trend,0.0,1,40,121,0.028381845918295887,0.028381845918295887,0.028381845918295887,0.026784715528077527,0.845,0.17351237498223782,2000.0,
function,wave_trend,11,MC,wave_trend,0.0,1,40,121,0.08610899079512414,0.08610899079512414,0.08610899079512414,0.08165646173002819,0.9099999999999999,0.11309055839665234,2000.0,0.0711
model,baseline,0,GD,sin_pi,0.0,1,40,121,0.001985642889293645,0.001985642889293645,0.001985642889293645,0.001918349226667956,0.305,0.2173285000026226,2000.0,
model,baseline,0,MC,sin_pi,0.0,1,40,121,0.00534407999280268,0.00534407999280268,0.00534407999280268,0.005100061016426118,0.601,0.14344165842048823,2000.0,0.09
model,baseline,1,GD,sin_pi,0.0,1,40,121,0.003205947713362968,0.003205947713362968,0.003205947713362968,0.00307562636984101,0.46,0.22236349992454052,2000.0,
model,baseline,1,MC,sin_pi,0.0,1,40,121,0.006441454593749893,0.006441454593749893,0.006441454593749893,0.006131841517925113,0.647,0.14324471643194556,2000.0,0.08990000000000001
model,baseline,2,GD,sin_pi,0.0,1,40,121,0.003250562411522329,0.003250562411522329,0.003250562411522329,0.0031197891539250025,0.46,0.2203608329873532,2000.0,
model,baseline,2,MC,sin_pi,0.0,1,40,121,0.007383260303703998,0.007383260303703998,0.007383260303703998,0.0070383875068681006,0.6799999999999999,0.1388191668316722,2000.0,0.0873
model,baseline,3,GD,sin_pi,0.0,1,40,121,0.002089820326320823,0.002089820326320823,0.002089820326320823,0.002016492345207932,0.315,0.21037016692571342,2000.0,
model,baseline,3,MC,sin_pi,0.0,1,40,121,0.005038599700290395,0.005038599700290395,0.005038599700290395,0.004846805045171961,0.588,0.14923870842903852,2000.0,0.0871
model,baseline,4,GD,sin_pi,0.0,1,40,121,0.0032569319978717646,0.0032569319978717646,0.0032569319978717646,0.003125755777245492,0.465,0.21864679199643433,2000.0,
model,baseline,4,MC,sin_pi,0.0,1,40,121,0.005669793308789696,0.005669793308789696,0.005669793308789696,0.005334577992743664,0.5,0.14255187497474253,2000.0,0.0948
model,baseline,5,GD,sin_pi,0.0,1,40,121,0.0021474248401241003,0.0021474248401241003,0.0021474248401241003,0.0020720150909376124,0.32,0.24203166598454118,2000.0,
model,baseline,5,MC,sin_pi,0.0,1,40,121,0.005752666000657854,0.005752666000657854,0.005752666000657854,0.005489075908488851,0.599,0.14255837486125528,2000.0,0.09040000000000001
model,baseline,6,GD,sin_pi,0.0,1,40,121,0.002305827396378898,0.002305827396378898,0.002305827396378898,0.0022216162757435092,0.365,0.21519254194572568,2000.0,
model,baseline,6,MC,sin_pi,0.0,1,40,121,0.006807992434388363,0.006807992434388363,0.006807992434388363,0.006452427677755347,0.6279999999999999,0.13381316661834716,2000.0,0.0903
model,baseline,7,GD,sin_pi,0.0,1,40,121,0.00245302075248255,0.00245302075248255,0.00245302075248255,0.002361381777431905,0.39,0.22274641692638397,2000.0,
model,baseline,7,MC,sin_pi,0.0,1,40,121,0.005171536093570417,0.005171536093570417,0.005171536093570417,0.004941289422799501,0.583,0.14413179154507816,2000.0,0.087
model,baseline,8,GD,sin_pi,0.0,1,40,121,0.002255075215898509,0.002255075215898509,0.002255075215898509,0.002174780301912544,0.34,0.20720195793546736,2000.0,
model,baseline,8,MC,sin_pi,0.0,1,40,121,0.005721911674343648,0.005721911674343648,0.005721911674343648,0.005436090018274842,0.599,0.1403568083886057,2000.0,0.0875
model,baseline,9,GD,sin_pi,0.0,1,40,121,0.0032750829878609735,0.0032750829878609735,0.0032750829878609735,0.003141654442043506,0.465,0.20808141701854765,2000.0,
model,baseline,9,MC,sin_pi,0.0,1,40,121,0.006854231811644404,0.006854231811644404,0.006854231811644404,0.006499751861141857,0.645,0.13411487503908576,2000.0,0.0887
model,baseline,10,GD,sin_pi,0.0,1,40,121,0.002297298567979264,0.002297298567979264,0.002297298567979264,0.002214195770214977,0.35,0.19692320795729756,2000.0,
model,baseline,10,MC,sin_pi,0.0,1,40,121,0.0056023058926257885,0.0056023058926257885,0.0056023058926257885,0.005355891502371113,0.596,0.15034832498058676,2000.0,0.0861
model,baseline,11,GD,sin_pi,0.0,1,40,121,0.0031579245805846297,0.0031579245805846297,0.0031579245805846297,0.003029940204189553,0.455,0.2328613749705255,2000.0,
model,baseline,11,MC,sin_pi,0.0,1,40,121,0.008190586864674543,0.008190586864674543,0.008190586864674543,0.007841377486083536,0.714,0.14071291661821306,2000.0,0.0764
model,large,0,GD,sin_pi,0.0,2,40,1761,0.0027828522355438172,0.0027828522355438172,0.0027828522355438172,0.0026738382282032445,0.415,0.41061512497253716,2000.0,
model,large,0,MC,sin_pi,0.0,2,40,1761,0.011693412295709957,0.011693412295709957,0.011693412295709957,0.011082214866526083,0.726,0.25770847499370575,2000.0,0.05450000000000001
model,large,1,GD,sin_pi,0.0,2,40,1761,0.0034325568041441447,0.0034325568041441447,0.0034325568041441447,0.0032867488154193665,0.47,0.40887029096484184,2000.0,
model,large,1,MC,sin_pi,0.0,2,40,1761,0.010197747051969649,0.010197747051969649,0.010197747051969649,0.009704422293218763,0.702,0.25938026676885784,2000.0,0.057699999999999994
model,large,2,GD,sin_pi,0.0,2,40,1761,0.0027486399594890115,0.0027486399594890115,0.0027486399594890115,0.0026527577675850345,0.375,0.39927454106509686,2000.0,
model,large,2,MC,sin_pi,0.0,2,40,1761,0.009049468373417312,0.009049468373417312,0.009049468373417312,0.008616310353394163,0.682,0.24669257518835366,2000.0,0.0548
model,large,3,GD,sin_pi,0.0,2,40,1761,0.0024775272428688355,0.0024775272428688355,0.0024775272428688355,0.0023966563105052288,0.365,0.379096332937479,2000.0,
model,large,3,MC,sin_pi,0.0,2,40,1761,0.008589408652808255,0.008589408652808255,0.008589408652808255,0.008192948617829548,0.646,0.256430325191468,2000.0,0.0563
model,large,4,GD,sin_pi,0.0,2,40,1761,0.0026572942966822124,0.0026572942966822124,0.0026572942966822124,0.002551282136047468,0.4,0.4109309578780085,2000.0,
model,large,4,MC,sin_pi,0.0,2,40,1761,0.008610795979081636,0.008610795979081636,0.008610795979081636,0.008146763065745175,0.6639999999999999,0.28189179142937065,2000.0,0.0499
model,large,5,GD,sin_pi,0.0,2,40,1761,0.0025861037412112917,0.0025861037412112917,0.0025861037412112917,0.002496495684523305,0.365,0.3950559999793768,2000.0,
model,large,5,MC,sin_pi,0.0,2,40,1761,0.01010032838875008,0.01010032838875008,0.01010032838875008,0.0096536448226312,0.709,0.2459319831803441,2000.0,0.0469
model,large,6,GD,sin_pi,0.0,2,40,1761,0.0020119321379558856,0.0020119321379558856,0.0020119321379558856,0.0019567146859961753,0.335,0.3626396250911057,2000.0,
model,large,6,MC,sin_pi,0.0,2,40,1761,0.01090788793632736,0.01090788793632736,0.01090788793632736,0.01041545435621567,0.729,0.2584006584249437,2000.0,0.0529
model,large,7,GD,sin_pi,0.0,2,40,1761,0.0029332933928324606,0.0029332933928324606,0.0029332933928324606,0.0028187551350344416,0.425,0.42538229189813137,2000.0,
model,large,7,MC,sin_pi,0.0,2,40,1761,0.008092883603661664,0.008092883603661664,0.008092883603661664,0.007635972050966544,0.6609999999999999,0.26138614979572594,2000.0,0.0486
model,large,8,GD,sin_pi,0.0,2,40,1761,0.004405179830288991,0.004405179830288991,0.004405179830288991,0.004216544730996559,0.525,0.4052899160888046,2000.0,
model,large,8,MC,sin_pi,0.0,2,40,1761,0.009953133356950097,0.009953133356950097,0.009953133356950097,0.009425652758371279,0.679,0.24285328332334757,2000.0,0.0551
model,large,9,GD,sin_pi,0.0,2,40,1761,0.002927084379978755,0.002927084379978755,0.002927084379978755,0.00281794679119854,0.43,0.3769675411749631,2000.0,
model,large,9,MC,sin_pi,0.0,2,40,1761,0.009709726043190665,0.009709726043190665,0.009709726043190665,0.009146678162178054,0.651,0.26152269993908706,2000.0,0.053700000000000005
model,large,10,GD,sin_pi,0.0,2,40,1761,0.0016667077520598392,0.0016667077520598392,0.0016667077520598392,0.0016278333073523824,0.305,0.3899819168727845,2000.0,
model,large,10,MC,sin_pi,0.0,2,40,1761,0.008404201626007263,0.008404201626007263,0.008404201626007263,0.007987203290905498,0.652,0.2583672414999455,2000.0,0.0516
model,large,11,GD,sin_pi,0.0,2,40,1761,0.0026766188197645713,0.0026766188197645713,0.0026766188197645713,0.0025706219096620336,0.405,0.40383279090747237,2000.0,
model,large,11,MC,sin_pi,0.0,2,40,1761,0.008724339802953295,0.008724339802953295,0.008724339802953295,0.008324598607949237,0.6679999999999999,0.2515230001416057,2000.0,0.0518
model,small,0,GD,sin_pi,0.0,1,10,31,0.0035427504423968226,0.0035427504423968226,0.0035427504423968226,0.00338311572153719,0.48,0.10457700002007186,2000.0,
model,small,0,MC,sin_pi,0.0,1,10,31,0.0075932546749546605,0.0075932546749546605,0.0075932546749546605,0.00722277147723739,0.6859999999999999,0.058033074950799346,2000.0,0.08979999999999999
model,small,1,GD,sin_pi,0.0,1,10,31,0.004474545554337708,0.004474545554337708,0.004474545554337708,0.004265477246548106,0.565,0.10481933294795454,2000.0,
model,small,1,MC,sin_pi,0.0,1,10,31,0.009086385402819957,0.009086385402819957,0.009086385402819957,0.00860913397226238,0.716,0.05871657500974834,2000.0,0.0906
model,small,2,GD,sin_pi,0.0,1,10,31,0.004498714547990707,0.004498714547990707,0.004498714547990707,0.004288317863013523,0.57,0.10148879094049335,2000.0,
model,small,2,MC,sin_pi,0.0,1,10,31,0.009368999809636697,0.009368999809636697,0.009368999809636697,0.008917800298609465,0.722,0.058567957999184725,2000.0,0.1056
model,small,3,GD,sin_pi,0.0,1,10,31,0.003330145859613989,0.003330145859613989,0.003330145859613989,0.0031827778196762686,0.465,0.10410391702316701,2000.0,
model,small,3,MC,sin_pi,0.0,1,10,31,0.009047581859661653,0.009047581859661653,0.009047581859661653,0.008596548034684074,0.717,0.05823134984821081,2000.0,0.09390000000000001
model,small,4,GD,sin_pi,0.0,1,10,31,0.004949438043130356,0.004949438043130356,0.004949438043130356,0.004707102408278072,0.595,0.10068549984134734,2000.0,
model,small,4,MC,sin_pi,0.0,1,10,31,0.0069338748845318154,0.0069338748845318154,0.0069338748845318154,0.006601653930585023,0.641,0.05485252472572029,2000.0,0.0889
model,small,5,GD,sin_pi,0.0,1,10,31,0.004618679343426408,0.004618679343426408,0.004618679343426408,0.00440392157303491,0.575,0.09741279180161655,2000.0,
model,small,5,MC,sin_pi,0.0,1,10,31,0.007919681788195866,0.007919681788195866,0.007919681788195866,0.007590444433805128,0.705,0.05357721662148833,2000.0,0.09230000000000001
model,small,6,GD,sin_pi,0.0,1,10,31,0.0038849550131144816,0.0038849550131144816,0.0038849550131144816,0.003706141980843557,0.535,0.10082712513394654,2000.0,
model,small,6,MC,sin_pi,0.0,1,10,31,0.006952569539930742,0.006952569539930742,0.006952569539930742,0.006611989337971108,0.676,0.0558804334141314,2000.0,0.10629999999999999
model,small,7,GD,sin_pi,0.0,1,10,31,0.00428638190055261,0.00428638190055261,0.00428638190055261,0.00408702289316064,0.55,0.09538354212418199,2000.0,
model,small,7,MC,sin_pi,0.0,1,10,31,0.006905465644612564,0.006905465644612564,0.006905465644612564,0.006569599336479337,0.656,0.05350679978728294,2000.0,0.0977
model,small,8,GD,sin_pi,0.0,1,10,31,0.00490207813623807,0.00490207813623807,0.00490207813623807,0.004667659703904904,0.595,0.09606220899149776,2000.0,
model,small,8,MC,sin_pi,0.0,1,10,31,0.009350138872263871,0.009350138872263871,0.009350138872263871,0.008884757783381311,0.721,0.05645167473703623,2000.0,0.1051
model,small,9,GD,sin_pi,0.0,1,10,31,0.0046279318188700725,0.0046279318188700725,0.0046279318188700725,0.004411102001844102,0.58,0.10446062497794628,2000.0,
model,small,9,MC,sin_pi,0.0,1,10,31,0.00941697185552586,0.00941697185552586,0.00941697185552586,0.008940346726946173,0.729,0.057105233008041975,2000.0,0.10640000000000001
model,small,10,GD,sin_pi,0.0,1,10,31,0.004732469305928359,0.004732469305928359,0.004732469305928359,0.004513878568763221,0.59,0.09687279118224978,2000.0,
model,small,10,MC,sin_pi,0.0,1,10,31,0.006904632981485165,0.006904632981485165,0.006904632981485165,0.0065338825719129775,0.6479999999999999,0.055275008408352734,2000.0,0.0841
model,small,11,GD,sin_pi,0.0,1,10,31,0.0036382030705223987,0.0036382030705223987,0.0036382030705223987,0.00347492601937042,0.495,0.10071808309294283,2000.0,
model,small,11,MC,sin_pi,0.0,1,10,31,0.007117702963546324,0.007117702963546324,0.007117702963546324,0.006807788212958546,0.671,0.05897859204560518,2000.0,0.0957
noise,0.00,0,GD,sin_pi,0.0,1,40,121,0.001985642889293645,0.001985642889293645,0.001985642889293645,0.001918349226667956,0.305,0.22421620786190033,2000.0,
noise,0.00,0,MC,sin_pi,0.0,1,40,121,0.00534407999280268,0.00534407999280268,0.00534407999280268,0.005100061016426118,0.601,0.14073818344622852,2000.0,0.09
noise,0.00,1,GD,sin_pi,0.0,1,40,121,0.003205947713362968,0.003205947713362968,0.003205947713362968,0.00307562636984101,0.46,0.21788945910520852,2000.0,
noise,0.00,1,MC,sin_pi,0.0,1,40,121,0.006441454593749893,0.006441454593749893,0.006441454593749893,0.006131841517925113,0.647,0.13289602524600924,2000.0,0.08990000000000001
noise,0.00,2,GD,sin_pi,0.0,1,40,121,0.003250562411522329,0.003250562411522329,0.003250562411522329,0.0031197891539250025,0.46,0.19306341698393226,2000.0,
noise,0.00,2,MC,sin_pi,0.0,1,40,121,0.007383260303703998,0.007383260303703998,0.007383260303703998,0.0070383875068681006,0.6799999999999999,0.14037065841257573,2000.0,0.0873
noise,0.00,3,GD,sin_pi,0.0,1,40,121,0.002089820326320823,0.002089820326320823,0.002089820326320823,0.002016492345207932,0.315,0.22833487507887185,2000.0,
noise,0.00,3,MC,sin_pi,0.0,1,40,121,0.005038599700290395,0.005038599700290395,0.005038599700290395,0.004846805045171961,0.588,0.13310345830395817,2000.0,0.0871
noise,0.00,4,GD,sin_pi,0.0,1,40,121,0.0032569319978717646,0.0032569319978717646,0.0032569319978717646,0.003125755777245492,0.465,0.19379908288829029,2000.0,
noise,0.00,4,MC,sin_pi,0.0,1,40,121,0.005669793308789696,0.005669793308789696,0.005669793308789696,0.005334577992743664,0.5,0.12556031704880297,2000.0,0.0948
noise,0.00,5,GD,sin_pi,0.0,1,40,121,0.0021474248401241003,0.0021474248401241003,0.0021474248401241003,0.0020720150909376124,0.32,0.18900324986316264,2000.0,
noise,0.00,5,MC,sin_pi,0.0,1,40,121,0.005752666000657854,0.005752666000657854,0.005752666000657854,0.005489075908488851,0.599,0.12888483344577253,2000.0,0.09040000000000001
noise,0.00,6,GD,sin_pi,0.0,1,40,121,0.002305827396378898,0.002305827396378898,0.002305827396378898,0.0022216162757435092,0.365,0.21473604207858443,2000.0,
noise,0.00,6,MC,sin_pi,0.0,1,40,121,0.006807992434388363,0.006807992434388363,0.006807992434388363,0.006452427677755347,0.6279999999999999,0.14559920844621957,2000.0,0.0903
noise,0.00,7,GD,sin_pi,0.0,1,40,121,0.00245302075248255,0.00245302075248255,0.00245302075248255,0.002361381777431905,0.39,0.23341216705739498,2000.0,
noise,0.00,7,MC,sin_pi,0.0,1,40,121,0.005171536093570417,0.005171536093570417,0.005171536093570417,0.004941289422799501,0.583,0.14988773339428008,2000.0,0.087
noise,0.00,8,GD,sin_pi,0.0,1,40,121,0.002255075215898509,0.002255075215898509,0.002255075215898509,0.002174780301912544,0.34,0.2110357501078397,2000.0,
noise,0.00,8,MC,sin_pi,0.0,1,40,121,0.005721911674343648,0.005721911674343648,0.005721911674343648,0.005436090018274842,0.599,0.1292323749512434,2000.0,0.0875
noise,0.00,9,GD,sin_pi,0.0,1,40,121,0.0032750829878609735,0.0032750829878609735,0.0032750829878609735,0.003141654442043506,0.465,0.2148279589600861,2000.0,
noise,0.00,9,MC,sin_pi,0.0,1,40,121,0.006854231811644404,0.006854231811644404,0.006854231811644404,0.006499751861141857,0.645,0.131685591628775,2000.0,0.0887
noise,0.00,10,GD,sin_pi,0.0,1,40,121,0.002297298567979264,0.002297298567979264,0.002297298567979264,0.002214195770214977,0.35,0.21382174990139902,2000.0,
noise,0.00,10,MC,sin_pi,0.0,1,40,121,0.0056023058926257885,0.0056023058926257885,0.0056023058926257885,0.005355891502371113,0.596,0.12710524997673928,2000.0,0.0861
noise,0.00,11,GD,sin_pi,0.0,1,40,121,0.0031579245805846297,0.0031579245805846297,0.0031579245805846297,0.003029940204189553,0.455,0.1942128329537809,2000.0,
noise,0.00,11,MC,sin_pi,0.0,1,40,121,0.008190586864674543,0.008190586864674543,0.008190586864674543,0.007841377486083536,0.714,0.14019008334726096,2000.0,0.0764
noise,0.10,0,GD,sin_pi,0.1,1,40,121,0.012223647975080411,0.012223647975080411,0.0023194533598973927,0.0022599140701920735,0.59,0.208693333202973,2000.0,
noise,0.10,0,MC,sin_pi,0.1,1,40,121,0.01647506437956272,0.01647506437956272,0.006100558902791829,0.005824578173067617,0.67,0.12470409157685935,2000.0,0.0924
noise,0.10,1,GD,sin_pi,0.1,1,40,121,0.011543954293282761,0.011543954293282761,0.0033974999594409893,0.003275576204506099,0.62,0.20285508316010237,2000.0,
noise,0.10,1,MC,sin_pi,0.1,1,40,121,0.015012241155728676,0.015012241155728676,0.006816326194427532,0.0065113832493427365,0.687,0.1250409082043916,2000.0,0.0896
noise,0.10,2,GD,sin_pi,0.1,1,40,121,0.012556453595183058,0.012556453595183058,0.0037332126596452443,0.0035408918388190208,0.68,0.2181144580245018,2000.0,
noise,0.10,2,MC,sin_pi,0.1,1,40,121,0.014125365809534407,0.014125365809534407,0.005318042215189977,0.005008131317536918,0.7070000000000001,0.12731056655757128,2000.0,0.0885
noise,0.10,3,GD,sin_pi,0.1,1,40,121,0.010059293245549075,0.010059293245549075,0.00205222271349083,0.0019956999004259613,0.65,0.2017314590048045,2000.0,
noise,0.10,3,MC,sin_pi,0.1,1,40,121,0.01541107536869211,0.01541107536869211,0.007466886790556576,0.007175139657202584,0.6849999999999999,0.12675710823386907,2000.0,0.0856
noise,0.10,4,GD,sin_pi,0.1,1,40,121,0.013097239765748787,0.013097239765748787,0.003232282805921685,0.003137069246198862,0.705,0.20241729193367064,2000.0,
noise,0.10,4,MC,sin_pi,0.1,1,40,121,0.01528902019927283,0.01528902019927283,0.00566335787066063,0.0054701002019931656,0.7,0.12714089998044073,2000.0,0.0926
noise,0.10,5,GD,sin_pi,0.1,1,40,121,0.014343529460792264,0.014343529460792264,0.002067070838102154,0.001980539855253256,0.665,0.19407745799981058,2000.0,
noise,0.10,5,MC,sin_pi,0.1,1,40,121,0.016994299234832793,0.016994299234832793,0.004863913733104266,0.0046225010629397335,0.706,0.13934570839628577,2000.0,0.08990000000000001
noise,0.10,6,GD,sin_pi,0.1,1,40,121,0.012613966836948218,0.012613966836948218,0.0020253962536152907,0.0019477938107241145,0.655,0.2060430001001805,2000.0,
noise,0.10,6,MC,sin_pi,0.1,1,40,121,0.017047756957657548,0.017047756957657548,0.006347084586906172,0.006095277836327661,0.718,0.12794301635585725,2000.0,0.0888
noise,0.10,7,GD,sin_pi,0.1,1,40,121,0.011354685342388308,0.011354685342388308,0.0029340329323629386,0.0028831153665796645,0.665,0.19186345883645117,2000.0,
noise,0.10,7,MC,sin_pi,0.1,1,40,121,0.013274561877317934,0.013274561877317934,0.0045855680220009,0.004422642545084191,0.687,0.13005512519739568,2000.0,0.084
noise,0.10,8,GD,sin_pi,0.1,1,40,121,0.010552737952137332,0.010552737952137332,0.002090279915809286,0.0020484744254283963,0.685,0.21208116691559553,2000.0,
noise,0.10,8,MC,sin_pi,0.1,1,40,121,0.014276982838797456,0.014276982838797456,0.00581369251568385,0.005639653922273166,0.704,0.13513996680267154,2000.0,0.0935
noise,0.10,9,GD,sin_pi,0.1,1,40,121,0.011832578691694294,0.011832578691694294,0.003473105668978408,0.0033542080282071536,0.695,0.2203627498820424,2000.0,
noise,0.10,9,MC,sin_pi,0.1,1,40,121,0.015241168117240023,0.015241168117240023,0.0074115626088686465,0.00713674049402883,0.724,0.13233293341472746,2000.0,0.0891
noise,0.10,10,GD,sin_pi,0.1,1,40,121,0.011282547590812875,0.011282547590812875,0.0022451938924407666,0.002177235114487636,0.685,0.19317983300425112,2000.0,
noise,0.10,10,MC,sin_pi,0.1,1,40,121,0.013718506665377128,0.013718506665377128,0.004664739140521623,0.004488339166892554,0.6679999999999999,0.13343659983947873,2000.0,0.0867
noise,0.10,11,GD,sin_pi,0.1,1,40,121,0.013188496258674487,0.013188496258674487,0.0033545706899908946,0.0031878477612916844,0.705,0.19965266599319875,2000.0,
noise,0.10,11,MC,sin_pi,0.1,1,40,121,0.017382329710152335,0.017382329710152335,0.008164757847267935,0.007778250214558251,0.709,0.1337001165840775,2000.0,0.0767
noise,0.25,0,GD,sin_pi,0.25,1,40,121,0.06612918561673245,0.06612918561673245,0.003306623497905731,0.00326336541728796,0.835,0.20881208288483322,2000.0,
noise,0.25,0,MC,sin_pi,0.25,1,40,121,0.07061141792924552,0.07061141792924552,0.006876169969935027,0.006614833379179774,0.859,0.1255492499563843,2000.0,0.092
noise,0.25,1,GD,sin_pi,0.25,1,40,121,0.05494805926474739,0.05494805926474739,0.005186372506352368,0.00508884647542807,0.815,0.1979801671113819,2000.0,
noise,0.25,1,MC,sin_pi,0.25,1,40,121,0.05767627741597921,0.05767627741597921,0.007166039601022969,0.006949555188287171,0.8150000000000001,0.13581573353148996,2000.0,0.0934
noise,0.25,2,GD,sin_pi,0.25,1,40,121,0.06205687139507399,0.06205687139507399,0.005033285825139385,0.004731556461568406,0.8,0.19402091694064438,2000.0,
noise,0.25,2,MC,sin_pi,0.25,1,40,121,0.06391438979738931,0.06391438979738931,0.006635570801648301,0.006177510743334151,0.826,0.12747550839558244,2000.0,0.0844
noise,0.25,3,GD,sin_pi,0.25,1,40,121,0.052259772212799066,0.052259772212799066,0.002640578061902815,0.002598575219349273,0.83,0.18893800000660121,2000.0,
noise,0.25,3,MC,sin_pi,0.25,1,40,121,0.0567624761546878,0.0567624761546878,0.00764197357788515,0.0074701133795207555,0.8219999999999998,0.12488763304427267,2000.0,0.0842
noise,0.25,4,GD,sin_pi,0.25,1,40,121,0.06356519979771189,0.06356519979771189,0.004044934326297428,0.003994618427296756,0.915,0.205227083992213,2000.0,
noise,0.25,4,MC,sin_pi,0.25,1,40,121,0.06543242661863033,0.06543242661863033,0.006653909546236951,0.006532345399503568,0.885,0.1259743582457304,2000.0,0.0932
noise,0.25,5,GD,sin_pi,0.25,1,40,121,0.07766180945071322,0.07766180945071322,0.0036930483516009016,0.0035864553025117996,0.86,0.2236276250332594,2000.0,
noise,0.25,5,MC,sin_pi,0.25,1,40,121,0.08207978616786042,0.08207978616786042,0.007640931073422186,0.007312203606880442,0.8539999999999999,0.13248870819807052,2000.0,0.0847
noise,0.25,6,GD,sin_pi,0.25,1,40,121,0.06446603596890586,0.06446603596890586,0.003957218691694122,0.003907775548563048,0.865,0.21295470907352865,2000.0,
noise,0.25,6,MC,sin_pi,0.25,1,40,121,0.07030204421705204,0.07030204421705204,0.007609702076916555,0.007329504406694494,0.86,0.14865821679122745,2000.0,0.091
noise,0.25,7,GD,sin_pi,0.25,1,40,121,0.05857554720286272,0.05857554720286272,0.0033566936047691887,0.003353794781350652,0.835,0.21704608388245106,2000.0,
noise,0.25,7,MC,sin_pi,0.25,1,40,121,0.060468409011210575,0.060468409011210575,0.0056980817645693686,0.00563653662108485,0.8539999999999999,0.14277355833910405,2000.0,0.08449999999999999
noise,0.25,8,GD,sin_pi,0.25,1,40,121,0.054066946399171194,0.054066946399171194,0.0027526016191152408,0.0027572051765871472,0.85,0.21861508395522833,2000.0,
noise,0.25,8,MC,sin_pi,0.25,1,40,121,0.05871886149440274,0.05871886149440274,0.006033419200335967,0.005900533771185768,0.889,0.16703251679427922,2000.0,0.09419999999999999
noise,0.25,9,GD,sin_pi,0.25,1,40,121,0.05891182368786998,0.05891182368786998,0.004118249534039214,0.004022796357055504,0.865,0.25312691600993276,2000.0,
noise,0.25,9,MC,sin_pi,0.25,1,40,121,0.062443382185147056,0.062443382185147056,0.00856083540227659,0.008285563495235048,0.877,0.147881641658023,2000.0,0.0944
noise,0.25,10,GD,sin_pi,0.25,1,40,121,0.06069208221736197,0.06069208221736197,0.0027822865860244613,0.00274536093664068,0.85,0.22106350003741682,2000.0,
noise,0.25,10,MC,sin_pi,0.25,1,40,121,0.06443209555980238,0.06443209555980238,0.006483770339694377,0.006261948267625955,0.85,0.134913933230564,2000.0,0.084
noise,0.25,11,GD,sin_pi,0.25,1,40,121,0.06723722965852623,0.06723722965852623,0.005700060717780726,0.005485419201123278,0.89,0.19710095808841288,2000.0,
noise,0.25,11,MC,sin_pi,0.25,1,40,121,0.07037418741565739,0.07037418741565739,0.010678972367062169,0.010229683498523906,0.8699999999999999,0.13491534148342907,2000.0,0.076
objective,threshold,0,GD-MSE,sin_pi,0.0,1,40,121,0.07793527578231321,0.0029352757823132205,0.0029352757823132205,0.0028090843451152483,0.5,0.0863612920511514,800.0,
objective,threshold,0,GD-surrogate,sin_pi,0.0,1,40,121,0.03806118530423618,0.006561185304236181,0.006561185304236181,0.005988658135783806,0.21,0.09546162514016032,800.0,
objective,threshold,0,MC,sin_pi,0.0,1,40,121,0.060682404559923034,0.0056324045599230295,0.0056324045599230295,0.0052687085486055095,0.367,0.052876225160434845,800.0,0.0305
objective,threshold,1,GD-MSE,sin_pi,0.0,1,40,121,0.07634264038929273,0.002842640389292733,0.002842640389292733,0.0027206901122128727,0.49,0.08008395903743804,800.0,
objective,threshold,1,GD-surrogate,sin_pi,0.0,1,40,121,0.037120670654109754,0.00637067065410976,0.00637067065410976,0.0058141620263033374,0.205,0.08378470898605883,800.0,
objective,threshold,1,MC,sin_pi,0.0,1,40,121,0.06346600301634335,0.005416003016343357,0.005416003016343357,0.005086615802733275,0.387,0.05204173317179084,800.0,0.025750000000000002
objective,threshold,2,GD-MSE,sin_pi,0.0,1,40,121,0.028542537709370104,0.0015425377093701042,0.0015425377093701042,0.0014872250342000386,0.18,0.08528858283534646,800.0,
objective,threshold,2,GD-surrogate,sin_pi,0.0,1,40,121,0.023119219168519587,0.002119219168519586,0.002119219168519586,0.001957288705031038,0.14,0.09388283314183354,800.0,
